SK_ID_CURR,TARGET
101221,0
101224,NULL
101226,NULL
101228,0
101233,0
101234,0
101240,0
101250,NULL
101257,0
101263,NULL
101265,NULL
101273,0
101275,0
101283,0
101284,0
101288,NULL
101306,0
101310,0
101321,NULL
101325,0
101333,0
101334,0
101339,0
101340,NULL
101342,0
101344,0
101349,NULL
101358,0
101359,0
101361,0
101370,0
101375,0
101376,0
101384,0
101389,0
101391,0
101402,0
101403,0
101411,0
101413,NULL
101414,NULL
101415,0
101417,0
101418,NULL
101419,NULL
101430,0
101432,NULL
101433,0
101438,NULL
101441,0
101445,NULL
101452,0
101453,0
101456,0
101461,NULL
101462,NULL
101471,0
101473,0
101474,1
101476,0
101479,0
101480,NULL
101481,NULL
101486,0
101491,0
101492,NULL
101500,0
101501,0
101502,0
101509,NULL
101510,NULL
101519,0
101520,0
101521,0
101524,0
101525,0
101532,NULL
101534,0
101541,1
101543,NULL
101545,0
101546,0
101549,0
101554,0
101557,0
101558,0
101559,1
101560,0
101561,0
101562,0
101564,1
101566,0
101569,0
101574,1
101587,NULL
101590,0
101591,0
101593,0
101594,0
101595,0
101600,0
101601,NULL
101603,0
101604,NULL
101605,0
101606,0
101609,0
101613,0
101626,0
101627,0
101637,0
101642,0
101647,0
101653,NULL
101660,0
101661,0
101664,0
101670,NULL
101690,0
101693,0
101696,0
101705,1
101706,0
101707,0
101708,0
101710,NULL
101713,0
101718,0
101722,0
101730,1
101731,0
101735,0
101737,0
101738,0
101740,0
101741,NULL
101744,NULL
101746,0
101747,0
101752,0
101755,0
101761,0
101765,0
101766,0
101787,0
101790,0
101793,0
101794,0
101796,1
101797,0
101798,NULL
101802,0
101803,NULL
101806,0
101808,0
101823,NULL
101826,0
101829,NULL
101837,NULL
101839,0
101841,0
101843,0
101844,0
101846,NULL
101847,0
101848,0
101858,0
101859,1
101864,NULL
101866,0
101875,0
101876,NULL
101882,0
101888,0
101892,NULL
101893,0
101902,NULL
101904,0
101905,NULL
101908,NULL
101910,0
101919,0
101926,0
101927,NULL
101928,NULL
101929,1
101935,NULL
101937,0
101941,NULL
101942,0
101950,1
101951,0
101954,NULL
101955,0
101956,0
101957,0
101958,0
101960,0
101980,1
101982,0
101983,1
101986,NULL
101987,0
101994,0
101995,NULL
102000,0
102001,0
102011,0
102015,0
102020,1
102021,NULL
102027,NULL
102028,NULL
102031,NULL
102032,0
102036,0
102040,0
102043,0
102046,0
102060,0
102061,0
102063,0
102074,NULL
102081,0
102083,1
102085,0
102086,0
102087,0
102088,0
102089,NULL
102093,NULL
102094,0
102096,NULL
102102,NULL
102103,0
102124,0
102128,NULL
102795,NULL
102129,0
102130,0
102135,1
102140,0
102141,0
102142,0
102143,NULL
102150,0
102152,0
102160,NULL
102163,0
102164,NULL
102169,0
102170,0
102175,NULL
102178,NULL
102179,0
102181,0
102182,0
102192,0
102195,NULL
102196,0
102199,0
102203,0
102207,0
102208,1
102211,0
102212,NULL
102224,0
102227,0
102233,0
102234,NULL
102235,NULL
102239,0
102244,NULL
102246,0
102250,0
102251,0
102258,NULL
102261,0
102268,0
102270,0
102271,NULL
102277,0
102279,1
102284,0
102287,0
102289,NULL
102291,0
102292,0
102299,0
102301,0
102304,0
102312,0
102313,0
102321,0
102326,0
102327,NULL
102330,NULL
102332,0
102333,0
102336,0
102348,0
102349,0
102350,NULL
102355,0
102358,0
102359,0
102360,0
102361,0
102362,0
102363,0
102371,NULL
102372,0
102381,0
102383,0
102384,0
102385,0
102386,0
102392,1
102397,0
102401,0
102406,NULL
102411,NULL
102412,0
102417,0
102418,0
102424,NULL
102428,NULL
102431,0
102433,0
102438,NULL
102466,0
102472,0
102477,0
102485,0
102488,NULL
102493,0
102496,0
102504,0
102505,NULL
102513,0
102515,0
102516,0
102518,0
102524,1
102525,NULL
102526,0
102530,0
102537,0
102540,0
102541,0
102546,0
102547,NULL
102548,0
102550,0
102552,0
102553,0
102554,0
102565,0
102569,NULL
102570,0
102572,0
102573,0
102574,1
102577,0
102578,1
102579,NULL
102581,NULL
102585,0
102590,NULL
102591,0
102593,0
102595,NULL
102599,NULL
102602,0
102603,NULL
102606,NULL
102608,NULL
102610,0
102616,NULL
102619,0
102621,NULL
102623,NULL
102624,1
102625,0
102626,0
102631,0
102633,0
102636,0
102639,0
102643,0
102645,NULL
102646,0
102651,0
102656,1
102663,NULL
102667,0
102668,0
102670,NULL
102677,0
102678,0
102679,1
102680,NULL
102681,1
102686,0
102691,0
102705,0
102707,0
102709,NULL
102718,0
102723,0
102730,0
102732,0
102734,0
102735,NULL
102736,0
102737,0
102738,NULL
102741,0
102747,0
102751,NULL
102768,1
102769,0
102774,0
102777,0
102778,0
102779,0
102781,0
102785,0
102786,NULL
102787,0
102788,0
102793,0
102796,NULL
102803,0
102808,0
102812,0
102819,0
102821,0
102823,0
102824,0
102831,0
102834,0
102835,NULL
102836,NULL
102841,0
102842,0
102844,NULL
102849,0
102850,0
102855,NULL
102858,0
102865,NULL
102873,0
102877,NULL
102881,NULL
102883,NULL
102885,0
102888,NULL
102890,0
102893,0
102899,NULL
102906,0
102913,0
102928,0
102934,0
102936,0
102938,0
102941,1
102949,NULL
102950,NULL
102951,NULL
102953,0
102956,0
102961,0
102962,0
102970,0
102972,0
102984,0
102986,0
102993,NULL
102998,0
103006,NULL
103007,0
103009,0
103015,0
103018,NULL
103020,NULL
103024,0
103026,0
103033,0
103043,0
103047,0
103048,0
103049,NULL
103054,NULL
103055,0
103057,NULL
103058,0
103066,0
103080,0
103088,NULL
103089,0
103091,0
103094,0
103098,NULL
103099,0
103104,NULL
103110,0
103115,0
103122,0
103126,0
103127,NULL
103128,0
103130,NULL
103135,NULL
103139,0
103149,0
103153,0
103161,0
103165,0
103167,0
103170,NULL
103174,0
103178,0
103179,0
103189,0
103191,0
103200,0
103210,0
103213,0
103223,0
103225,NULL
103233,0
103235,NULL
103236,0
103237,0
103244,NULL
103245,0
103261,0
103262,NULL
103264,NULL
103266,0
103270,1
103275,0
103276,0
103277,NULL
103278,0
103281,NULL
103285,0
103289,NULL
103293,0
103294,0
103296,NULL
103299,0
103305,NULL
103308,NULL
103310,1
103312,0
103314,0
103321,0
103326,0
103327,0
103328,0
103331,0
103332,NULL
103333,0
103340,0
103343,0
103349,0
103354,0
103358,0
103360,0
103362,0
103364,0
103374,0
103375,0
103379,0
103380,1
103382,0
103386,0
103389,NULL
103391,0
103399,0
103401,0
103403,0
103405,1
103411,0
103413,0
103417,0
103419,NULL
103423,0
103425,0
103427,NULL
103434,0
103438,1
103439,1
103445,0
103464,0
103467,0
103469,0
103477,1
103483,NULL
103488,0
103489,0
103491,0
103495,0
103499,NULL
103505,0
103506,0
103508,0
103510,0
103518,1
103519,0
103521,0
103522,NULL
103527,0
103528,0
103538,NULL
103539,NULL
103543,1
103547,0
103552,0
103554,0
103555,1
103556,NULL
103559,0
103561,0
103565,0
103576,NULL
103587,0
103590,0
103602,0
103611,0
103619,0
103623,0
103630,0
103632,NULL
103637,0
103645,NULL
103646,NULL
103653,NULL
103655,NULL
103657,NULL
103660,NULL
103661,0
103667,1
103670,0
103671,0
103673,NULL
103677,0
103688,0
103692,NULL
103693,0
103698,1
103703,NULL
103707,0
103709,0
103716,NULL
103720,NULL
103729,0
103730,0
103732,NULL
103739,1
103746,0
103752,NULL
103754,0
103757,0
103761,0
103765,0
103767,0
103775,NULL
103776,0
103778,0
103779,0
103785,NULL
103786,0
103793,1
103795,0
103798,0
103801,0
103820,NULL
103821,1
103822,0
103827,0
103833,0
103835,NULL
103839,0
103844,0
103846,0
103849,NULL
103852,NULL
103859,0
103860,0
103863,0
103864,0
103867,0
103868,0
103869,0
103872,0
103874,0
103886,0
103887,0
103888,NULL
103889,1
103890,0
103892,NULL
103894,0
103896,0
103897,0
103898,0
103902,0
103906,0
103910,0
103912,0
103917,1
103919,0
103920,0
103926,0
103928,0
103931,0
103942,0
103947,NULL
103951,0
103962,NULL
103964,NULL
103967,NULL
103968,NULL
103969,0
103979,NULL
103991,0
103992,0
103994,1
103995,0
104000,1
104001,0
104003,0
104004,NULL
104008,0
104011,0
104013,NULL
104018,0
104023,0
104024,0
104030,NULL
104039,NULL
104046,NULL
104060,0
104070,1
104074,0
104075,0
104081,0
104085,NULL
104090,1
104091,NULL
104094,0
104099,0
104108,NULL
104117,0
104127,NULL
104129,0
104130,0
104133,0
104134,NULL
104137,NULL
104138,0
104141,0
104143,0
104144,0
104146,0
104151,0
104152,0
104158,0
104169,0
104174,0
104177,0
104181,0
104182,0
104186,NULL
104187,NULL
104192,NULL
104193,NULL
104194,0
104199,0
104200,NULL
104201,0
104212,0
104213,0
104214,0
104217,NULL
104221,NULL
104227,0
104231,0
104232,0
104235,0
104239,0
104240,NULL
104241,NULL
104242,NULL
104243,0
104249,0
104251,0
104259,0
104264,0
104266,NULL
104267,NULL
104269,NULL
104275,NULL
104276,NULL
104291,1
104293,0
104307,0
104310,NULL
104311,NULL
104314,0
104322,0
104323,0
104331,0
104336,0
104337,0
104340,0
104342,0
104347,0
104349,0
104361,0
104363,0
104371,0
104378,0
104382,0
104385,0
104386,1
104387,0
104388,0
104389,0
104390,NULL
104393,0
104399,0
104404,0
104414,NULL
104416,0
104421,0
104428,0
104429,NULL
104431,NULL
104433,0
104440,NULL
104442,1
104444,0
104448,0
104450,NULL
104454,0
104455,0
104462,0
104463,0
104468,0
104470,0
104471,0
104474,0
104478,NULL
104488,1
104489,NULL
104492,0
104493,0
104504,0
104511,NULL
104515,NULL
104525,0
104536,0
104537,NULL
104540,NULL
104545,0
104548,0
104550,0
104551,0
104556,0
104557,NULL
104558,1
104561,0
104566,0
104567,0
104575,0
104581,0
104586,NULL
104592,0
104597,0
104601,NULL
104603,NULL
104605,0
104606,0
104608,NULL
104609,0
104614,0
104615,0
104628,0
104630,NULL
104638,0
104641,NULL
104642,0
104648,0
104649,NULL
104653,0
104655,0
104660,0
104661,0
104665,0
104672,NULL
104674,0
104682,NULL
104693,NULL
104695,0
104705,0
104716,NULL
104723,0
104727,0
104729,0
104732,0
104733,NULL
104738,0
104750,NULL
104756,0
104758,0
104763,0
104764,NULL
104765,0
104782,0
104786,0
104787,0
104792,0
104801,NULL
104802,0
104804,0
104805,0
104808,0
104813,0
104818,0
104820,NULL
104823,0
104824,1
104828,NULL
104836,NULL
104838,NULL
104841,0
104843,0
104854,0
104855,0
104859,0
104865,NULL
104867,0
104869,0
104875,0
104882,0
104883,0
104886,0
104887,0
104889,0
104890,0
104891,0
104892,0
104895,0
104901,0
104903,0
104905,0
104909,0
104918,NULL
104925,0
104929,0
104934,NULL
104935,0
104940,0
104941,0
104944,1
104946,0
104952,0
104955,0
104960,0
104966,NULL
104968,0
104970,1
104982,0
104986,0
104987,0
104989,NULL
104995,0
104996,NULL
104997,0
104999,0
105002,0
105003,0
105007,0
105014,0
105016,0
105021,NULL
105031,NULL
105036,0
105040,0
105047,NULL
105048,0
105050,0
105058,0
105061,NULL
105062,NULL
105063,0
105066,0
105069,0
105070,NULL
105076,0
105078,0
105080,0
105085,NULL
105087,0
105102,0
105104,0
105113,1
105118,0
105123,NULL
105127,0
105129,0
105131,NULL
105132,NULL
105136,0
105138,0
105148,0
105149,0
105150,0
105158,0
105159,0
105161,0
105162,0
105165,0
105166,NULL
105175,0
105181,1
105182,NULL
105187,NULL
105189,0
105198,0
105208,NULL
105212,0
105217,NULL
105218,0
105225,0
105229,NULL
105236,0
105238,0
105241,0
105250,0
105252,0
105254,0
105262,0
105264,0
105269,0
105270,0
105284,0
105285,0
105288,0
105290,0
105291,0
105296,NULL
105299,0
105300,0
105303,0
105304,0
105307,0
105313,0
105315,0
105322,0
105323,NULL
105326,NULL
105328,0
105330,0
105337,0
105346,NULL
105347,0
105350,0
105352,0
105360,NULL
105361,0
105373,NULL
105378,0
105379,1
105381,0
105383,1
105387,NULL
105389,0
105392,0
105398,0
105400,0
105401,0
105416,NULL
105420,NULL
105422,NULL
105426,0
105429,0
105434,NULL
105437,NULL
105444,1
105445,0
105447,NULL
105448,0
105449,0
105453,0
105463,0
105479,0
105480,0
105481,0
105482,0
105484,0
105494,0
105497,NULL
105499,0
105503,0
105504,NULL
105505,0
105506,1
105511,0
105513,0
105516,NULL
105520,0
105525,0
105526,NULL
105530,0
105536,0
105538,0
105540,NULL
105541,0
105543,0
105544,1
105546,NULL
105547,0
105548,NULL
105550,NULL
105551,0
105557,NULL
105561,0
105563,0
105567,0
105572,0
105575,0
105585,NULL
105586,0
105591,NULL
105596,0
105597,0
105598,0
105599,0
105604,0
105607,0
105608,NULL
105610,NULL
105612,NULL
105613,0
105614,NULL
105616,0
105626,0
105628,0
105631,0
105632,1
105639,1
105640,1
105642,0
105650,NULL
105651,0
105656,0
105661,0
105663,0
105664,0
105670,0
105671,0
105673,0
105676,0
105677,0
105684,0
105688,1
105690,NULL
105694,0
105698,0
105699,NULL
105700,0
105704,1
105707,0
105714,1
105719,NULL
105721,0
105724,0
105728,0
105741,NULL
105753,0
105755,NULL
105763,0
105776,NULL
105777,0
105778,0
105779,0
105781,NULL
105782,0
105783,0
105788,1
105798,1
105799,0
105800,0
105808,NULL
105811,0
105813,0
105814,0
105822,0
105827,0
105828,0
105830,0
105833,0
105835,0
106562,NULL
105840,0
105842,0
105843,0
105845,0
105849,NULL
105857,0
105862,NULL
105868,0
105876,0
105878,0
105887,NULL
105892,0
105893,NULL
105895,0
105896,0
105897,0
105904,0
105907,0
105914,0
105917,1
105918,NULL
105921,1
105934,0
105940,0
105941,0
105943,0
105944,NULL
105945,0
105951,0
105952,0
105963,NULL
105970,0
105974,NULL
105980,0
105993,0
105994,0
106002,0
106003,NULL
106004,0
106007,0
106018,NULL
106033,0
106034,0
106045,0
106046,0
106047,0
106051,0
106057,0
106060,0
106063,0
106064,0
106068,NULL
106070,0
106074,1
106078,0
106079,0
106080,0
106089,0
106094,0
106097,0
106099,NULL
106104,1
106108,0
106110,NULL
106112,0
106119,0
106125,0
106126,0
106130,NULL
106133,NULL
106134,NULL
106137,NULL
106138,0
106154,0
106160,0
106167,0
106168,0
106169,NULL
106172,0
106173,0
106175,NULL
106177,0
106178,0
106188,NULL
106192,0
106193,0
106194,NULL
106195,NULL
106200,NULL
106213,0
106220,0
106226,NULL
106227,0
106234,NULL
106237,0
106240,0
106244,0
106245,NULL
106250,0
106252,NULL
106253,0
106255,0
106263,0
106267,NULL
106269,0
106270,0
106272,NULL
106278,0
106279,NULL
106282,0
106284,NULL
106288,NULL
106289,0
106291,0
106292,0
106303,0
106304,0
106306,0
106309,0
106310,0
106318,0
106327,NULL
106328,0
106331,0
106335,0
106337,NULL
106338,0
106340,0
106350,0
106352,0
106356,NULL
106361,0
106365,0
106367,0
106371,0
106379,0
106380,NULL
106381,1
106385,0
106389,0
106398,0
106400,0
106403,NULL
106404,0
106407,0
106408,0
106419,0
106420,NULL
106421,NULL
106423,NULL
106425,0
106430,1
106433,NULL
106435,0
106436,0
106443,0
106446,0
106449,0
106455,NULL
106456,NULL
106459,NULL
106461,0
106463,0
106464,NULL
106469,NULL
106471,0
106473,0
106474,0
106475,NULL
106480,0
106481,0
106489,NULL
106495,0
106499,0
106502,1
106504,0
106509,0
106510,0
106511,0
106518,NULL
106519,NULL
106521,0
106524,0
106530,NULL
106532,0
106535,NULL
106538,0
106539,0
106540,0
106545,0
106548,0
106554,0
106555,0
106558,0
106561,NULL
106563,1
106572,0
106576,NULL
106583,0
106584,0
106586,NULL
106598,0
106600,0
106604,0
106605,0
106606,0
106614,0
106618,NULL
106621,0
106626,0
106627,NULL
106628,NULL
106630,0
106633,0
106636,0
106639,0
106646,0
106649,NULL
106650,NULL
106656,0
106657,NULL
106659,1
106662,0
106664,0
106668,NULL
106669,NULL
106676,0
106679,0
106681,0
106684,0
106689,0
106693,0
106694,0
106697,1
106698,0
106703,0
106708,0
106714,NULL
106725,1
106727,NULL
106729,0
106744,NULL
106745,0
106749,0
106758,1
106759,0
106765,0
106767,0
106768,NULL
106769,0
106770,0
106775,NULL
106777,0
106778,0
106779,0
106781,0
106782,NULL
106783,0
106794,0
106806,1
106807,0
106809,0
106816,NULL
106832,0
106839,1
106843,0
106847,0
106848,0
106849,0
106850,0
106855,0
106856,0
106858,NULL
106860,0
106862,0
106864,0
106870,0
106872,0
106874,0
106879,0
106883,0
106884,1
106894,0
106899,NULL
106901,0
106903,NULL
106910,0
106915,0
106918,NULL
106927,0
106928,NULL
106929,0
106946,0
106952,NULL
106955,NULL
106960,0
106961,0
106962,0
106968,0
106969,0
106970,0
106971,1
106975,0
106984,0
106985,NULL
106992,0
106995,NULL
106998,0
107006,0
107008,1
107010,NULL
107012,0
107015,0
107019,0
107021,NULL
107028,0
107029,NULL
107030,NULL
107032,0
107034,NULL
107040,NULL
107046,0
107050,NULL
107054,0
107056,0
107059,0
107060,0
107065,0
107066,0
107067,0
107074,NULL
107083,0
107087,NULL
107089,0
107092,NULL
107095,0
107100,0
107101,NULL
107102,0
107103,0
107104,NULL
107105,0
107107,0
107108,0
107109,0
107110,1
107111,0
107112,0
107116,0
107118,0
107127,0
107132,NULL
107133,0
107137,0
107140,0
107142,0
107143,0
107147,0
107149,0
107151,0
107152,NULL
107153,0
107154,0
107155,0
107157,1
107161,0
107163,NULL
107167,0
107168,NULL
107173,0
107178,1
107181,0
107185,0
107187,0
107190,NULL
107192,NULL
107195,1
107196,0
107199,0
107204,NULL
107209,0
107210,0
107211,1
107212,0
107215,NULL
107221,NULL
107225,0
107228,0
107229,0
107231,0
107235,0
107236,NULL
107243,NULL
107244,0
107251,NULL
107267,NULL
107269,NULL
107272,0
107274,0
107277,0
107282,0
107283,0
107289,0
107292,0
107293,0
107299,0
107302,0
107303,NULL
107307,NULL
107316,0
107317,0
107322,0
107327,0
107328,1
107333,NULL
107343,NULL
107344,0
107346,0
107348,0
107352,0
107357,0
107358,0
107363,0
107364,0
107365,0
107366,NULL
107367,NULL
107375,0
107378,0
107380,0
107381,0
107382,NULL
107383,0
107386,0
107387,NULL
107389,0
107397,0
107402,NULL
107404,0
107409,NULL
107411,0
107413,0
107414,0
107420,0
107431,NULL
107432,0
107434,0
107440,NULL
107442,0
107450,NULL
107451,NULL
107452,NULL
107457,0
107461,0
107462,0
107466,0
107468,NULL
107473,0
107474,NULL
107477,0
107486,0
107488,NULL
107491,0
107492,NULL
107494,0
107497,0
107501,0
107505,0
107506,0
107509,NULL
107514,NULL
107515,NULL
107516,0
107517,0
107522,0
107524,0
107525,0
107529,0
107539,NULL
107541,0
107545,0
107546,0
107548,0
107549,0
107562,0
107568,1
107572,0
107576,0
107577,0
107579,0
107580,0
107581,1
107584,0
107588,NULL
107592,1
107603,0
107611,0
107612,NULL
107613,0
107616,NULL
107618,0
107620,0
107621,0
107622,0
107623,0
107627,NULL
107640,NULL
107644,0
107647,NULL
107651,NULL
107656,0
107659,0
107667,0
107673,0
107674,0
107675,0
107676,0
107678,NULL
107679,0
107688,0
107689,0
107690,0
107695,0
107696,0
107699,NULL
107702,0
107705,0
107708,NULL
107713,0
107715,0
107718,NULL
107719,1
107726,0
107731,0
107735,0
107736,1
107737,0
107738,0
107743,0
107744,0
107745,NULL
107746,NULL
107751,0
107753,0
107754,0
107764,NULL
107767,0
107773,0
107777,0
107778,NULL
107780,0
107781,1
107786,0
107792,0
107793,NULL
107799,0
107800,NULL
107805,NULL
107806,0
107809,0
107810,0
107812,0
107814,0
107816,NULL
107823,0
107827,0
107831,0
107834,NULL
107835,0
107840,0
107844,0
107845,0
107857,0
107864,0
107865,0
107868,NULL
107869,0
107873,0
107878,0
107880,0
107881,0
107882,0
107884,0
107885,0
107888,NULL
107898,NULL
107900,0
107902,0
107907,0
107912,0
107919,0
107921,NULL
107922,0
107923,0
107929,0
107930,0
107933,0
107943,0
107948,0
107951,0
107954,0
107956,0
107958,0
107963,NULL
107965,0
107967,0
107970,0
107974,0
107991,0
107992,0
108003,0
108007,0
108014,0
108015,NULL
108026,0
108029,NULL
108031,0
108032,NULL
108034,0
108035,0
108037,0
108040,0
108047,NULL
108055,NULL
108057,0
108058,0
108059,0
108060,NULL
108061,0
108063,0
108076,0
108077,0
108079,0
108080,0
108086,0
108091,0
108093,NULL
108094,1
108097,0
108099,0
108104,0
108111,0
108117,1
108121,1
108130,0
108136,NULL
108138,0
108140,0
108146,0
108151,0
108152,0
108154,NULL
108158,0
108159,0
108162,0
108164,0
108165,0
108168,NULL
108169,NULL
108172,0
108176,0
108181,0
108182,0
108191,0
108193,0
108198,0
108200,NULL
108211,0
108213,0
108215,0
108221,NULL
108224,0
108229,0
108234,0
108235,0
108236,0
108237,0
108238,0
108239,0
108242,NULL
108244,0
108246,NULL
108254,NULL
108255,1
108268,0
108269,0
108271,NULL
108272,0
108273,0
108281,0
108282,0
108284,0
108285,0
108286,0
108288,0
108293,NULL
108294,0
108296,0
108298,0
108299,0
108303,NULL
108307,NULL
108308,0
108311,NULL
108312,0
108314,0
108316,0
108317,NULL
108318,0
108321,0
108322,0
108323,0
108328,0
108331,0
108336,NULL
108339,NULL
108341,0
108344,NULL
108345,0
108348,0
108354,0
108355,NULL
108357,0
108358,0
108361,NULL
108366,0
108369,0
108370,NULL
108372,0
108375,0
108376,0
108379,0
108380,NULL
108386,0
108387,1
108389,0
108394,NULL
108395,0
108397,0
108398,0
108404,0
108405,NULL
108409,0
108414,0
108420,0
108424,0
108425,0
108426,0
108430,NULL
108433,NULL
108435,0
108439,0
108446,0
108452,NULL
108453,0
108455,0
108461,0
108463,NULL
108475,NULL
108485,0
108487,0
108488,0
108494,0
108497,0
108503,NULL
108504,NULL
108505,0
108509,0
108513,0
108515,0
108527,0
108529,0
108532,0
108534,0
108537,0
108546,0
108547,NULL
108550,0
108551,NULL
108552,NULL
108557,NULL
108560,NULL
108565,0
108567,0
108568,NULL
108569,0
108570,NULL
108574,NULL
108576,NULL
108578,1
108581,0
108582,0
108589,0
108593,0
108600,0
108601,0
108604,NULL
108605,NULL
108611,NULL
108612,0
108617,NULL
108623,0
108624,0
108628,0
108629,NULL
108631,0
108632,0
108635,0
108636,1
108637,NULL
108638,0
108640,0
108642,0
108644,0
108645,0
108646,0
108650,0
108651,0
108653,0
108658,0
108661,NULL
108671,NULL
108676,0
108677,0
108684,NULL
108687,NULL
108696,0
108697,0
108698,0
108705,1
108706,0
108709,NULL
108712,0
108713,NULL
108719,NULL
108720,0
108721,1
108724,0
108730,NULL
108733,1
108735,NULL
108747,0
108752,1
108753,0
108754,NULL
108755,NULL
108759,NULL
108762,0
108765,0
108775,NULL
108778,1
108780,0
108781,NULL
108789,NULL
108791,0
108796,0
108797,0
108812,NULL
108815,0
108817,0
108821,NULL
108822,0
108824,NULL
108831,0
108838,NULL
108840,1
108843,0
108848,0
108855,NULL
108856,0
108857,0
108860,0
108861,0
108862,0
108863,0
108869,0
108875,NULL
108878,NULL
108882,NULL
108883,0
108888,0
108897,0
108915,0
108921,NULL
108924,0
108931,NULL
108934,0
108935,0
108940,0
108947,NULL
108949,0
108951,0
108957,0
108961,0
108962,NULL
108966,0
108967,NULL
108970,0
108971,0
108972,0
108973,NULL
108974,NULL
108978,0
108979,0
108982,0
108984,0
108988,NULL
108992,NULL
108994,0
108995,0
108998,0
109003,NULL
109008,NULL
109018,NULL
109019,0
109022,0
109023,1
109024,NULL
109027,0
109030,0
109032,0
109034,NULL
109039,0
109041,0
109043,NULL
109047,NULL
109048,NULL
109054,0
109061,0
109062,0
109065,0
109069,0
109072,0
109077,0
109081,NULL
109082,NULL
109083,1
109085,0
109089,0
109095,0
109096,0
109102,NULL
109104,NULL
109105,0
109111,0
109116,1
109117,0
109121,0
109124,0
109127,0
109129,NULL
109133,NULL
109134,0
109137,NULL
109143,0
109149,0
109150,0
109153,NULL
109155,NULL
109156,0
109157,NULL
109165,0
109170,NULL
109176,NULL
109178,0
109185,0
109186,NULL
109187,0
109194,0
109197,0
109200,NULL
109204,0
109221,0
109222,NULL
109228,0
109229,0
109231,NULL
109232,0
